query_order,round,flat_index,row_index,row_label,algorithm_index,algorithm,utility,acquisition,predicted_runtime_mean,predicted_runtime_sd,score,runtime
9080,201,12809,1829,5jtu_6NE_A_902,6,smina,0.68947682,0.68947682,,,0.99643267,3.8033121
9081,201,9484,1354,4nf4_2JK_A_301,6,smina,0.68920332,0.68920332,,,0.99543615,1.4223105
9082,201,4570,652,2ihu_TP9_A_600,6,smina,0.68894633,0.68894633,,,0.99438923,7.7165215
9083,201,3093,441,1w62_PYC_A_700,6,smina,0.68880782,0.68880782,,,0.99453936,0.68202383
9084,201,8021,1145,4d5e_TPP_B_1590,6,smina,0.68878337,0.68878337,,,0.96079979,6.5056724
9085,201,12928,1846,5l1v_7PF_A_401,6,smina,0.68870613,0.68870613,,,0.9942777,1.2548775
9086,201,14034,2004,5w8q_BU4_B_400,6,smina,0.62131057,0.62131057,,,0.75503505,0.80036172
9087,201,6705,957,3vmg_9CA_B_2001,6,smina,0.61326225,0.61326225,,,0.93328234,1.0237432
9088,201,12704,1814,5je1_TOF_B_302,6,smina,0.61321097,0.61321097,,,0,1.1039519
9089,201,643,91,1g72_PQQ_C_703,6,smina,0.61309115,0.61309115,,,0.99238536,3.9037469
9090,201,636,90,1g72_PQQ_A_701,6,smina,0.61299191,0.61299191,,,0.99066592,4.1229504
9091,201,923,131,1h48_CDI_F_902,6,smina,0.61295621,0.61295621,,,2.4271278e-05,1.2583442
9092,201,15679,2239,6jk9_BU0_B_501,6,smina,0.61289871,0.61289871,,,0,8.3910295
9093,201,5487,783,2vlf_PLI_B_1459,6,smina,0.61286286,0.61286286,,,2.3826586e-06,5.3132217
9094,201,3289,469,1y5v_NE8_A_500,6,smina,0.61284981,0.61284981,,,2.4828784e-07,3.5821703
9095,201,10786,1540,4zsy_RW2_C_502,6,smina,0.61277823,0.61277823,,,0.99436256,9.9133236
9096,201,4696,670,2jav_5Z5_A_1280,6,smina,0.61272941,0.61272941,,,0.98722271,3.0732597
9097,201,17709,2529,7ak3_RH8_A_501,6,smina,0.61271614,0.61271614,,,0,4.8746977
9098,201,5613,801,2wj4_HQD_A_1281,6,smina,0.61246796,0.61246796,,,0.98978407,1.1730227
9099,201,2673,381,1tf8_TRP_A_913,6,smina,0.61239473,0.61239473,,,0.98890516,1.5903544
9100,201,3380,482,1z8p_DEB_A_420,6,smina,0.61222337,0.61222337,,,0.98747832,1.6341046
