query_order,round,flat_index,row_index,row_label,algorithm_index,algorithm,utility,acquisition,predicted_runtime_mean,predicted_runtime_sd,score,runtime
8015,177,12038,1719,5g09_6DF_C_1475,5,autodock,0.6908803,0.6908803,,,0.98704211,22.415554
8016,177,61,8,1aia_PMP_A_411,5,autodock,0.67381944,0.67381944,,,0.89941294,16.990483
8017,177,15986,2283,6l68_ALL_A_201,5,autodock,0.63501541,0.63501541,,,0.92068561,12.190795
8018,177,5619,802,2w5t_GP9_A_1644,5,autodock,0.38074692,0.38074692,,,0.45116919,7.5037408
8019,177,432,61,1e5f_PLP_B_405,5,autodock,0.3564386,0.3564386,,,0.40030985,186.41783
8020,177,3435,490,1y5x_E89_D_1500,5,autodock,0.34108619,0.34108619,,,0,7.7221569
8021,177,3211,458,1w78_PD8_A_1421,5,autodock,0.34104939,0.34104939,,,0,10.655777
8022,177,11905,1700,5fli_QUE_D_301,5,autodock,0.34087039,0.34087039,,,0,726.13373
8023,177,17078,2439,6sj8_44V_A_901,5,autodock,0.34067607,0.34067607,,,0,3.0080053
8024,177,13501,1928,5t6b_TMP_B_504,5,autodock,0.34040533,0.34040533,,,0,10.004481
8025,177,11170,1595,5bwd_FUM_A_901,5,autodock,0.33997898,0.33997898,,,0,8.3128254
8026,177,6144,877,2zvq_1NP_X_501,5,autodock,0.33982386,0.33982386,,,0,4.334389
8027,177,1020,145,1h69_ARH_B_1275,5,autodock,0.33972607,0.33972607,,,0,18.841123
8028,177,5451,778,2uza_HTL_B_1236,5,autodock,0.33915814,0.33915814,,,0,77.169611
8029,177,3274,467,1x2a_PDG_B_1413,5,autodock,0.33838753,0.33838753,,,0,32.618955
8030,177,2973,424,1u1g_BBB_E_7300,5,autodock,0.33823583,0.33823583,,,0,11.437925
8031,177,13312,1901,5o3g_9J8_A_501,5,autodock,0.33811437,0.33811437,,,0,22.701095
8032,177,6347,906,3roe_THM_C_265,5,autodock,0.33797393,0.33797393,,,0,23.973069
8033,177,13319,1902,5o3g_9J8_B_501,5,autodock,0.33772514,0.33772514,,,0,20.112624
8034,177,1006,143,1h5r_THM_D_1293,5,autodock,0.33744562,0.33744562,,,0,8.2328237
8035,177,16847,2406,6qqs_JCZ_A_301,5,autodock,0.33717453,0.33717453,,,0,25.535669
8036,177,4450,635,2g8t_MI2_A_401,5,autodock,0.33669717,0.33669717,,,0,6.5011889
8037,177,2672,381,1sep_BIO_A_801,5,autodock,0.33603875,0.33603875,,,1.6680786e-08,7.3687904
8038,177,7166,1023,3zyx_MBT_B_601,5,autodock,0.33595546,0.33595546,,,0,17.015221
8039,177,17043,2434,6s7u_KZK_C_501,5,autodock,0.33515143,0.33515143,,,0,8.4073962
8040,177,8013,1144,4d96_5PA_D_501,5,autodock,0.33481994,0.33481994,,,0,39.149509
8041,177,13305,1900,5o3f_9HT_A_501,5,autodock,0.33440384,0.33440384,,,0,15.943887
8042,177,6179,882,3mk1_NPO_A_912,5,autodock,0.30201487,0.30201487,,,0,7.1828482
8043,177,14222,2031,5x5d_UMP_C_401,5,autodock,0.30196181,0.30196181,,,0,9.2069343
8044,177,10841,1548,4zvv_GN0_B_404,5,autodock,0.30155614,0.30155614,,,0,13.216878
8045,177,6214,887,3qhd_795_A_167,5,autodock,0.30117978,0.30117978,,,0,8.0124317
8046,177,11233,1604,5c8w_PCG_E_302,5,autodock,0.30042799,0.30042799,,,0,13.664072
8047,177,908,129,1h48_CDI_C_902,5,autodock,0.30041546,0.30041546,,,0.99423717,92.656674
8048,177,10155,1450,4upd_7P9_A_1550,5,autodock,0.30024776,0.30024776,,,8.5053047e-06,24.581832
8049,177,7047,1006,3wzo_ZOE_C_201,5,autodock,0.30000611,0.30000611,,,0,13.792611
8050,177,9917,1416,4rii_TYD_B_401,5,autodock,0.30000426,0.30000426,,,0,23.037725
8051,177,16812,2401,6qo4_97T_B_301,5,autodock,0.2999726,0.2999726,,,0.00094619977,88.94369
8052,177,7523,1074,4bux_F35_C_2165,5,autodock,0.29985413,0.29985413,,,0,7.8275872
8053,177,3876,553,2bgc_DTT_F_1238,5,autodock,0.29977725,0.29977725,,,0.037766753,11.692941
8054,177,17533,2504,6x9d_HYP_B_2002,5,autodock,0.29974471,0.29974471,,,0.99915074,35.597515
8055,177,17526,2503,6x9d_HYP_A_2002,5,autodock,0.29964145,0.29964145,,,0.0087299294,29.312683
8056,177,9826,1403,4qck_ASD_A_404,5,autodock,0.29955516,0.29955516,,,0,234.63854
8057,177,7544,1077,4bvh_OCZ_C_1394,5,autodock,0.29946958,0.29946958,,,0,151.07109
8058,177,14474,2067,5ybq_8T0_A_303,5,autodock,0.29943822,0.29943822,,,0,262.60073
8059,177,9546,1363,4nv0_MG7_A_403,5,autodock,0.29942694,0.29942694,,,0,15.806119
8060,177,15538,2219,6hgl_TES_A_401,5,autodock,0.29941112,0.29941112,,,0,32.216441
8061,177,14215,2030,5x5d_UMP_B_401,5,autodock,0.29939769,0.29939769,,,0,8.1378311
8062,177,11219,1602,5c8w_PCG_C_302,5,autodock,0.2993825,0.2993825,,,0,22.029124
8063,177,7537,1076,4bvh_OCZ_B_1392,5,autodock,0.29935484,0.29935484,,,0,168.92538
8064,177,11996,1713,5fuv_THM_B_1385,5,autodock,0.29934791,0.29934791,,,0,41.234218
8065,178,17534,2504,6x9d_HYP_B_2002,6,smina,0.73232958,0.73232958,,,0.99915038,1.0290334
8066,178,909,129,1h48_CDI_C_902,6,smina,0.72941612,0.72941612,,,0.99475667,1.2198066
8067,178,6180,882,3mk1_NPO_A_912,6,smina,0.32447304,0.32447304,,,0,0.70002191
8068,178,10156,1450,4upd_7P9_A_1550,6,smina,0.32081394,0.32081394,,,2.2784387e-05,17.9473
8069,178,7048,1006,3wzo_ZOE_C_201,6,smina,0.32062479,0.32062479,,,0,8.8169385
8070,178,14223,2031,5x5d_UMP_C_401,6,smina,0.31991856,0.31991856,,,0,3.2361968
8071,178,10842,1548,4zvv_GN0_B_404,6,smina,0.31935028,0.31935028,,,0,6.6909345
8072,178,6215,887,3qhd_795_A_167,6,smina,0.31902537,0.31902537,,,0,0.92672351
8073,178,11234,1604,5c8w_PCG_E_302,6,smina,0.31818408,0.31818408,,,0,2.8668023
8074,178,7524,1074,4bux_F35_C_2165,6,smina,0.31805068,0.31805068,,,0,3.7816529
8075,178,9918,1416,4rii_TYD_B_401,6,smina,0.31774454,0.31774454,,,0,7.4948229
8076,178,16813,2401,6qo4_97T_B_301,6,smina,0.31756083,0.31756083,,,0.00094564925,1.1759156
8077,178,9827,1403,4qck_ASD_A_404,6,smina,0.31727136,0.31727136,,,0,1.3754795
8078,178,14475,2067,5ybq_8T0_A_303,6,smina,0.31726756,0.31726756,,,0,3.3864522
8079,178,14216,2030,5x5d_UMP_B_401,6,smina,0.31719642,0.31719642,,,0,4.8056117
8080,178,7545,1077,4bvh_OCZ_C_1394,6,smina,0.31718223,0.31718223,,,0,1.7788536
8081,178,9547,1363,4nv0_MG7_A_403,6,smina,0.31717918,0.31717918,,,0,2.4669661
8082,178,15539,2219,6hgl_TES_A_401,6,smina,0.31715647,0.31715647,,,0,0.96720565
