query_order,round,flat_index,row_index,row_label,algorithm_index,algorithm,proposed_by_mu,proposed_by_ca,utility,cost_acquisition,predicted_runtime_mean,predicted_runtime_sd,affordable_repetitions,projected_gain,score,runtime
8330,164,6040,862,3qfx_CP6_A_602,6,smina,True,False,0.35987005,1.4096386,1.8475295,0,9472,3408.6891,0,1.6859594
8331,164,11752,1678,5fe1_12Q_A_901,6,smina,True,True,0.35979714,1.4425427,1.6471221,0,9472,3407.9985,0,0.59428369
8332,164,16785,2397,6r0i_JNB_A_901,6,smina,True,False,0.35979014,1.2182414,3.3106251,0,9472,3407.9322,0.98906135,3.4722901
8333,164,15140,2162,6f66_CUT_A_300,6,smina,True,False,0.35969015,1.4114687,1.833316,0,9472,3406.9851,0,1.4136241
8334,164,7748,1106,4d06_NAR_E_301,6,smina,True,False,0.35965655,1.2394578,3.1144876,0,9472,3406.6668,0,2.7524703
8335,164,11759,1679,5fe1_12Q_B_901,6,smina,True,True,0.35963856,1.4419335,1.6471221,0,9472,3406.4964,0,0.54358185
8336,164,2253,321,1q4g_BFL_B_1701,6,smina,True,False,0.35957473,1.3282249,2.3937485,0,9472,3405.8918,0,1.5874746
8337,164,7622,1088,4clr_FDB_D_1270,6,smina,True,True,0.35955589,1.4416289,1.6471221,0,9472,3405.7134,0,0.71031515
8338,164,17233,2461,6tog_NQH_A_201,6,smina,True,True,0.35955395,1.4188073,1.7833153,0,9472,3405.695,0,1.4958205
8339,164,17674,2524,6zug_QPW_H_1001,6,smina,True,False,0.35953317,1.2080139,3.3989365,0,9472,3405.4981,0,8.1054471
8340,164,1231,175,1j3k_WRA_A_609,6,smina,True,False,0.3595285,1.2393325,3.1086049,0,9472,3405.4539,0.19799587,5.5907119
8341,164,4262,608,2gzm_DGL_A_501,6,smina,True,False,0.35952205,1.407961,1.8477842,0,9472,3405.3928,0.99320177,1.5348839
8342,164,16085,2297,6m9b_BTN_A_201,6,smina,True,False,0.3595015,1.3652196,2.1259637,0,9472,3405.1983,0,3.6051664
8343,164,8021,1145,4e7v_CRS_M_101,6,smina,True,True,0.35947415,1.440715,1.6471221,0,9472,3404.9392,0.22714645,0.58019137
8344,164,4094,584,2fr6_CTN_D_1004,6,smina,True,False,0.35946774,1.3500854,2.2286038,0,9472,3404.8784,0,2.6765682
8345,164,12249,1749,5hpu_IPH_A_101,6,smina,True,True,0.35946528,1.4404104,1.6471221,0,9472,3404.8552,0,0.41955432
8346,164,7734,1104,4cxr_2BG_A_502,6,smina,True,True,0.35944998,1.4172716,1.7853812,0,9472,3404.7102,0.98467477,1.0305407
8347,164,11164,1594,5cga_KP6_H_301,6,smina,True,False,0.35943378,1.3612602,2.1480966,0,9472,3404.5567,0,1.0189503
8348,164,13936,1990,5vys_1YJ_A_301,6,smina,True,True,0.35937377,1.4399534,1.6471221,0,9472,3403.9883,0.99284637,0.75457758
8349,164,10268,1466,4x2f_3WJ_A_601,6,smina,True,False,0.35936153,1.3802745,2.0182166,0,9472,3403.8724,0,2.033594
8350,164,9575,1367,4oxy_1TN_B_302,6,smina,True,False,0.35934742,1.2683076,2.8476205,0,9472,3403.7387,0,3.4725328
8351,164,1196,170,1j0y_BGC_D_4601,6,smina,True,False,0.3593358,1.3534176,2.1983166,0,9472,3403.6287,0.99561829,0.93180391
8352,164,7510,1072,4cjv_IV2_B_1215,6,smina,True,True,0.35930841,1.4393442,1.6471221,0,9472,3403.3693,0.052108639,0.87846395
8353,164,16099,2299,6m9b_BTN_C_201,6,smina,True,False,0.35929706,1.3636321,2.1259637,0,9472,3403.2617,0,2.4895822
8354,164,559,79,1g4s_TPS_A_2001,6,smina,True,False,0.35929647,1.3024333,2.5693319,0,9472,3403.2562,0.0011261879,4.7250988
8355,164,3205,457,1zei_CRS_E_54,6,smina,True,True,0.35928723,1.4388872,1.6471221,0,9472,3403.1686,0.98244692,0.50794953
8356,164,16064,2294,6ly4_TES_A_501,6,smina,True,False,0.35928344,1.3880351,1.9607022,0,9472,3403.1327,0,1.1067513
8357,164,15056,2150,6e43_BEZ_B_502,6,smina,True,False,0.3592611,1.3917308,1.9358438,0,9472,3402.9211,0.067339126,0.78914416
8358,164,1392,198,1kdo_C_A_5407,6,smina,True,False,0.35923252,1.3438634,2.2584171,0,9472,3402.6504,0,4.7544412
8359,164,1427,203,1klk_PMD_A_653,6,smina,True,False,0.35921158,1.3009899,2.5751712,0,9472,3402.452,0,4.344061
8360,164,5690,812,2y00_Y00_B_601,6,smina,True,False,0.35917863,1.2745153,2.7851768,0,9472,3402.14,0,6.253308
8361,164,4542,648,2nry_STU_C_503,6,smina,True,False,0.35917105,1.1235605,4.2649193,0,9472,3402.0682,0.99782376,4.8165285
8362,164,7167,1023,4ajj_88R_C_1335,6,smina,True,False,0.35916554,1.3081317,2.5170689,0,9472,3402.016,1.0073222e-05,2.5322674
8363,164,3037,433,1xl0_OX2_A_998,6,smina,True,False,0.359158,1.3643111,2.111511,0,9472,3401.9446,0.71233137,1.7238157
8364,164,867,123,1h48_CDI_E_902,6,smina,True,False,0.35909353,1.3829301,1.9863334,0,9472,3401.3339,0.98930827,1.0671479
8365,164,265,37,1d6u_HY1_B_3001,6,smina,True,False,0.35906566,1.3923382,1.9243436,0,9472,3401.0699,0.0060246585,0.7577231
8366,164,10114,1444,4uzi_IMD_B_1456,6,smina,True,True,0.35906316,1.4372118,1.6471221,0,9472,3401.0463,0,0.37657917
