query_order,round,flat_index,row_index,row_label,algorithm_index,algorithm,utility,acquisition,predicted_runtime_mean,predicted_runtime_sd,score,runtime
6232,137,5121,731,2r3d_ACM_A_303,4,gnina,0.52616348,0.52616348,,,0.9937472,1.3016927
6233,137,16286,2326,6ngu_KMJ_B_803,4,gnina,0.52508136,0.52508136,,,0,5.3721606
6234,137,8614,1230,4i6s_FUC_C_101,4,gnina,0.52496105,0.52496105,,,0.99215671,1.4215779
6235,137,13276,1896,5oew_9TE_C_301,4,gnina,0.52482989,0.52482989,,,3.1051339e-09,4.1144386
6236,137,7067,1009,4a3u_NCA_B_1359,4,gnina,0.52442881,0.52442881,,,0.016413314,2.1268482
6237,137,13885,1983,5vv0_9OM_B_803,4,gnina,0.52424849,0.52424849,,,3.5623766e-10,5.0938019
6238,137,16853,2407,6rbo_JXQ_A_302,4,gnina,0.52420005,0.52420005,,,0.00037822043,2.7966216
6239,137,704,100,1gz5_G6P_A_901,4,gnina,0.52375593,0.52375593,,,1.6373853e-06,5.2726861
6240,137,1054,150,1ij8_BNI_A_501,4,gnina,0.52359468,0.52359468,,,0.0017244195,6.6766604
6241,137,13878,1982,5vuu_9OJ_B_803,4,gnina,0.52357085,0.52357085,,,0,4.9628244
6242,137,4771,681,2prg_BRL_B_2,4,gnina,0.52310033,0.52310033,,,0.48127914,5.3691954
6243,137,5870,838,2z7s_P01_A_1,4,gnina,0.52297629,0.52297629,,,0.10142447,5.79237
6244,137,690,98,1gsq_GDN_A_203,4,gnina,0.5229431,0.5229431,,,1.0867999e-07,11.528214
6245,137,2769,395,1uxi_FUM_B_1311,4,gnina,0.52247143,0.52247143,,,0.14989793,2.0901183
6246,137,7970,1138,4dvw_0M4_B_512,4,gnina,0.52143178,0.52143178,,,0.65702038,3.7081996
6247,137,2825,403,1vkf_CIT_D_503,4,gnina,0.52140675,0.52140675,,,7.6385723e-06,2.6443028
